Date,Country,Newspaper,Headline,Link,Summary
"January 19, 2026",Netherlands,NOS,"Two high-speed trains derail in southern Spain, at least 21 dead",https://nos.nl/artikel/2598766-twee-hogesnelheidstreinen-ontspoord-in-zuid-spanje-minstens-21-doden,"- Two high-speed trains derailed in southern Spain near Córdoba, resulting in at least 21 deaths and over 70 injuries, with some in critical condition.  
- The accident involved a train from Málaga to Madrid and another from Madrid to Huelva, with passengers trapped and using emergency measures to escape.  
- Authorities and the royal family expressed condolences, and train services between Madrid and Andalusian cities were suspended following the crash."
"January 19, 2026",New Zealand,NZ Herald,Witness details Onehunga shooting as man fights for life,https://www.nzherald.co.nz/nz/onehunga-shooting-witness-says-victim-may-have-been-wrong-target/PJ2Q26K5XVAJBBBKAKBTFWMQAA,"- A man was shot in Onehunga and is fighting for his life.
- A witness suggests the victim may have been the wrong target.
- The incident is under investigation, with details still emerging."
"January 19, 2026",Nicaragua,La Prensa,No headline found.,https://www.laprensani.com/,"- The webpage appears to be from La Prensa, a news outlet covering Nicaragua and global news.
- The content is currently inaccessible, likely due to a security check requiring JavaScript and cookies.
- No specific news or article details are available at this time."
"January 19, 2026",North Macedonia,Sitel,The match between Macedonia and Portugal ended in a draw,https://sitel.com.mk/natprevarot-na-makedonija-protiv-portugalija-zavrshi-neresheno,"- Macedonia and Portugal's handball match ended in a 29-29 draw, with Macedonia still in contention for the next round.
- Macedonian captain Filip Kuzmanovski scored 15 goals, and goalkeeper Tomovski made crucial saves in the final moments.
- Macedonia's next match is against Romania on January 20, which will determine their progression in the European Championship."
"January 19, 2026",Norway,NRK,"Trump with new Greenland message: ""Now is the time, and it will be done",https://www.nrk.no/urix/felles-uttalelse_-_-advarer-om-nedadgaende-spiral-1.17732648,"- Former U.S. President Donald Trump issued a new message regarding Greenland, stating, ""Now is the time, and it will be done,"" amid tensions over military activities and potential U.S. plans involving Greenland.
- The EU is convening an emergency summit to address Trump's recent threats of tariffs on European countries in response to military deployments to Greenland, which Trump claims are provoked by increased NATO presence.
- Several European nations, including Denmark, Finland, France, Germany, the UK, and Norway, have issued a joint statement condemning Trump's tariff threats, emphasizing solidarity with Greenland and warning of a dangerous downward spiral in transatlantic relations."
"January 19, 2026",Oman,Times of Oman,"From mountains to Muscat Nights, Oman returns to work after long break",https://timesofoman.com/article/167261-from-mountains-to-muscat-nights-oman-returns-to-work-after-long-break,"- Oman ended a four-day holiday period, with citizens returning to work after celebrating Accession Day and Isra wal Mi‘raj.
- The Muscat Nights 2026 festival attracted large crowds with cultural and technological entertainment, boosting tourism and the local economy.
- Popular mountain destinations like Jabal Shams and Jabal Akhdar experienced increased visitors, enjoying cooler weather and scenic views."
"January 19, 2026",Pakistan,Dawn,Death toll from Karachi’s Gul Plaza inferno rises to 14 as search for missing continues,https://www.dawn.com/news/1967821/death-toll-from-karachis-gul-plaza-inferno-rises-to-14-as-search-for-missing-continues,"- The death toll from the fire at Karachi’s Gul Plaza has increased to 14.
- Search efforts for missing persons are ongoing following the blaze.
- The incident highlights ongoing safety concerns in the area."
"January 19, 2026",Palau,Island Times,Angaur State faces leadership and financial crisis after recall election,https://islandtimes.org/angaur-state-faces-leadership-and-financial-crisis-after-recall-election/,"- Angaur State in Palau faces a leadership crisis after a recall election removed its governor, with the second-highest vote-getter sworn in amid ongoing legal and financial issues.
- The state’s funds have been frozen due to unresolved audit findings, leaving it without operational funds and risking federal intervention.
- The situation is complicated by legal investigations into missing grant funds and opposition from residents who prefer a new election to resolve leadership disputes."
"January 19, 2026",Panama,La Estrella de Panamá,"The most prominent story of the day is: ""Twenty-four people die in high-speed train derailment in Adamuz.",https://www.laestrella.com.pa/mundo/se-elevan-a-24-los-fallecidos-por-el-descarrilamiento-de-dos-trenes-de-alta-velocidad-en-adamuz-AK19207340,"- A high-speed train derailment in Adamuz, Spain, has resulted in 24 deaths and at least 25 injuries, involving two trains that collided and derailed around 7:45 PM.
- Emergency services, including hospitals from Madrid, have been mobilized, and the incident has led to the suspension of high-speed train services between Madrid and several Andalusian cities.
- Authorities are actively managing the crisis, with national and regional officials providing support and information to affected families and coordinating rescue efforts."
"January 19, 2026",Paraguay,ABC Color,Orphans of violence: the invisible cost of femicide,https://www.abc.com.py/policiales/2026/01/18/huerfanos-de-la-violencia-el-costo-invisible-del-feminicidio/,"- The article highlights the often overlooked emotional and social impact on children who become orphans due to femicide, emphasizing the ""invisible cost"" of gender-based violence.
- It discusses the broader societal consequences of femicide, including the trauma inflicted on families and communities.
- The piece calls attention to the need for greater awareness and support systems for these vulnerable children and families."
"January 19, 2026",Peru,El Comercio,New Meeting: President Jeri Reunited with Chinese Businessman at a Closed Venue in Downtown Lima,https://elcomercio.pe/politica/gobierno/jose-jeri-volvio-a-reunirse-con-empresario-chino-en-un-local-clausurado-en-el-centro-de-lima-noticia/,"- President Jeri was secretly photographed meeting with Chinese businessman Zhihua Yang twice outside official events, including at a closed store in Lima, raising questions about transparency.
- The first meeting in December was at a San Borja restaurant, where Jeri entered wearing a hood; the second was at Yang's store in downtown Lima, which had been recently shut down for operating illegally.
- Additional reports reveal Yang's involvement in mining and business activities, and other Chinese individuals, like Ji Wu Xiaodong, have also met with Jeri despite legal issues."
"January 19, 2026",Philippines,Philippine Daily Inquirer,Duterte ICC case: Police say officers are free to testify and cooperate,https://globalnation.inquirer.net/306203/duterte-icc-case-pnp-says-cops-free-to-testify-cooperate?utm_source=direct&utm_medium=gallery,"- Philippine police officers are allowed to testify and cooperate in the International Criminal Court (ICC) case involving Duterte.
- Authorities emphasize that officers are free to provide information without restrictions.
- The statement aims to encourage police participation in the ongoing legal proceedings."
"January 19, 2026",Poland,Rzeczpospolita,"Trump escalates crisis over Greenland. Alarm for Poland and NATO, Europe faces collapse",https://www.rp.pl/komentarze/art43655401-michal-szuldrzynski-grenlandia-cla-i-nato-jak-donald-trump-rozbija-zachod,"- U.S. President Donald Trump escalates tensions over Greenland, threatening tariffs on European countries supporting Denmark's sovereignty, risking a breakdown of NATO and European unity.
- The crisis exposes divisions within NATO, with the U.S. asserting territorial claims on Greenland, a Danish autonomous territory, prompting European countries, including Poland, to send symbolic military support.
- Poland remains cautious, avoiding direct military involvement, while facing the broader challenge of redefining its role in a shifting global security landscape influenced by U.S.-China-Russia rivalries."
